Vineyard Genus Count and Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tatumella,Bacillus,Gluconobacter,Sphingomonas,Hyphomicrobium,Fructobacillus,Bradyrhizobium,Lactococcus,Sediminibacterium,Oenococcus,Anoxybacillus,Caulobacter,Enhydrobacter,Pseudomonas,Klebsiella,Leuconostoc,Massilia,Pantoea,Acetobacter,Acinetobacter,Asaia,Romboutsia,Ammoniphilus,Clostridioides,Frigoribacterium,Methylobacterium,Turicibacter,Arthrobacter,Rickettsia,Stenotrophomonas,Clostridium_sensu_stricto_3,Schlegelella,Wolbachia,Lachnoclostridium_5,Hymenobacter,Brevundimonas,Curtobacterium,Xylophilus,Staphylococcus,Micrococcus,Nocardia,Paenibacillus,Comamonas,Corynebacterium_1,Rhodococcus,endosymbionts3,Solibacillus,Enterococcus,Clostridium_sensu_stricto_1,Paeniclostridium,Globicatella,Paenisporosarcina,Escherichia/Shigella,Lactobacillus,Pricia,Variovorax,Lysinibacillus,Hydrogenophilus,Weissella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Granulicatella,Chryseobacterium,Corynebacterium,Ornithinimicrobium,Gordonia,Candidatus_Sulcia,Streptococcus,Sodalis,Pseudoclavibacter,Alicycliphilus,Cellulosimicrobium,Pluralibacter,Prevotella,Oceanobacillus,Brachybacterium,Sphingobacterium,Curvibacter,Brevibacillus,Atopostipes,Advenella,Domibacillus,Listeria,Peptoniphilus,Paracoccus,Rubellimicrobium,Flavobacterium,Zavarzinella,Actinomycetospora,Camelimonas,Candidatus_Regiella,Aeromicrobium,Actinomyces,Marmoricola,Meiothermus,Acidiphilium,Flaviflexus,Streptomyces,Dietzia,Lawsonella,Tsukamurella,endosymbionts8,Candidatus_Udaeobacter,Phenylobacterium,Brucella,Sporosarcina,Rikenellaceae_RC9_gut_group,Leucobacter,Roseomonas,Alcanivorax,Novosphingobium,Micromonospora,Aerococcus,Psychrobacillus,Lachnospiraceae_UCG-001,Tepidicella,Rathayibacter,Ottowia,Alloprevotella,Tepidimonas,Cloacibacterium,Candidatus_Arthromitus,Oerskovia,Aquamicrobium,Terrisporobacter,Prevotella_7,Christensenellaceae_R-7_group,Prevotella_2,Psychroglaciecola,Rhodocytophaga,Desulfosporosinus,Spirosoma,OLB12,Gilliamella,Lachnospiraceae_NK4A136_group,Skermanella,Anaerococcus,Neorhizobium,Achromobacter,1959-1,Brevibacterium,Aureimonas,Empedobacter,Neisseria,Leptotrichia,Blastococcus,Planifilum,Bacteroides,Diplorickettsia,SN8
,Tatumella,Bacillus,Gluconobacter,Sphingomonas,Hyphomicrobium,Fructobacillus,Bradyrhizobium,Lactococcus,Sediminibacterium,Oenococcus,Anoxybacillus,Caulobacter,Enhydrobacter,Pseudomonas,Klebsiella,Leuconostoc,Massilia,Pantoea,Acetobacter,Acinetobacter,Asaia,Romboutsia,Ammoniphilus,Clostridioides,Frigoribacterium,Methylobacterium,Turicibacter,Arthrobacter,Rickettsia,Stenotrophomonas,Clostridium_sensu_stricto_3,Schlegelella,Wolbachia,Lachnoclostridium_5,Hymenobacter,Brevundimonas,Curtobacterium,Xylophilus,Staphylococcus,Micrococcus,Nocardia,Paenibacillus,Comamonas,Corynebacterium_1,Rhodococcus,endosymbionts3,Solibacillus,Enterococcus,Clostridium_sensu_stricto_1,Paeniclostridium,Globicatella,Paenisporosarcina,Escherichia/Shigella,Lactobacillus,Pricia,Variovorax,Lysinibacillus,Hydrogenophilus,Weissella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Granulicatella,Chryseobacterium,Corynebacterium,Ornithinimicrobium,Gordonia,Candidatus_Sulcia,Streptococcus,Sodalis,Pseudoclavibacter,Alicycliphilus,Cellulosimicrobium,Pluralibacter,Prevotella,Oceanobacillus,Brachybacterium,Sphingobacterium,Curvibacter,Brevibacillus,Atopostipes,Advenella,Domibacillus,Listeria,Peptoniphilus,Paracoccus,Rubellimicrobium,Flavobacterium,Zavarzinella,Actinomycetospora,Camelimonas,Candidatus_Regiella,Aeromicrobium,Actinomyces,Marmoricola,Meiothermus,Acidiphilium,Flaviflexus,Streptomyces,Dietzia,Lawsonella,Tsukamurella,endosymbionts8,Candidatus_Udaeobacter,Phenylobacterium,Brucella,Sporosarcina,Rikenellaceae_RC9_gut_group,Leucobacter,Roseomonas,Alcanivorax,Novosphingobium,Micromonospora,Aerococcus,Psychrobacillus,Lachnospiraceae_UCG-001,Tepidicella,Rathayibacter,Ottowia,Alloprevotella,Tepidimonas,Cloacibacterium,Candidatus_Arthromitus,Oerskovia,Aquamicrobium,Terrisporobacter,Prevotella_7,Christensenellaceae_R-7_group,Prevotella_2,Psychroglaciecola,Rhodocytophaga,Desulfosporosinus,Spirosoma,OLB12,Gilliamella,Lachnospiraceae_NK4A136_group,Skermanella,Anaerococcus,Neorhizobium,Achromobacter,1959-1,Brevibacterium,Aureimonas,Empedobacter,Neisseria,Leptotrichia,Blastococcus,Planifilum,Bacteroides,Diplorickettsia,SN8
OPF7D1b,0,929,0,138,56,0,26,0,0,0,0,5,0,12,11,0,11,0,0,0,0,0,0,0,0,5,10,10,0,0,11,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D2b,0,183,0,86,0,0,2,0,0,0,0,0,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D3b,0,604,0,128,35,0,11,0,10,0,0,0,3,14,14,0,22,0,0,0,0,10,0,0,0,10,7,10,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D4b,116,928,0,135,108,0,37,0,9,0,0,4,0,17,0,0,9,27,0,0,0,0,2,6,0,3,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D5b,24,557,3,180,27,79,0,108,3,0,0,2,0,23,0,0,35,0,0,0,0,8,0,0,22,6,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
OPF7D6b,120,537,17,93,19,303,0,168,0,2,0,4,0,11,0,11,13,0,0,0,13,0,0,7,13,5,0,7,21,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OPF7D7b,563,550,35,71,27,314,10,95,2,0,0,4,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D8b,821,106,50,50,13,231,0,54,0,0,0,0,2,0,0,5,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OPF7D9b,1262,77,46,40,15,102,6,39,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D10b,810,96,51,30,12,126,2,42,0,0,19,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D11b,859,115,76,38,24,315,6,68,0,0,18,5,0,7,0,6,10,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D12b,1098,161,74,67,70,171,0,57,26,0,0,12,5,7,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D13b,1096,157,75,149,55,159,30,69,24,0,0,26,6,28,0,0,6,8,0,0,10,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D14b,622,163,49,128,85,191,10,54,28,0,15,30,0,15,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D15b,940,163,60,147,83,152,39,35,53,6,12,60,0,30,0,0,2,0,0,6,11,0,0,0,0,14,0,0,0,10,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D16b,563,68,17,118,61,68,45,21,57,7,61,28,0,19,0,0,0,12,0,9,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,13,0,0,0,0,6,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
OPF7D17b,956,430,62,164,118,218,58,65,18,7,6,9,31,24,0,0,0,0,0,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D18b,1043,502,37,175,109,302,64,81,29,8,0,8,19,24,0,10,5,20,0,0,15,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D19b,732,320,68,112,98,246,57,62,11,40,30,0,13,7,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D20b,592,333,76,142,105,133,85,40,32,0,8,6,81,40,0,0,4,10,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OPF7D21b,813,398,49,190,151,143,99,40,0,39,0,23,47,55,30,0,0,11,0,138,0,12,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D22b,704,470,86,293,261,79,115,43,32,58,52,11,62,42,57,0,13,31,0,3,0,5,7,7,0,4,0,0,0,6,0,4,13,0,2,0,0,0,0,0,0,20,0,0,0,0,5,0,0,7,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D23b,535,268,36,341,334,58,158,27,125,29,31,41,48,62,42,0,0,24,0,9,0,0,0,0,0,2,0,0,7,3,0,0,11,7,0,0,0,0,0,0,0,6,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D24b,373,380,56,264,194,66,80,11,24,40,0,75,83,33,47,0,12,41,0,7,0,5,0,4,0,14,0,10,0,20,7,13,0,4,0,4,0,0,0,0,8,10,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D25b,351,245,44,204,121,77,68,14,33,57,0,65,41,41,63,0,11,23,18,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D26b,316,584,29,379,336,26,94,2,97,40,0,67,73,51,138,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,12,0,11,0,0,0,0,0,5,21,22,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D27b,466,561,51,300,147,122,59,25,84,153,0,75,60,27,102,0,0,36,74,9,0,14,0,4,0,10,0,8,0,24,10,0,0,10,5,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0
OPF7D28b,23,217,9,55,29,110,0,0,0,115,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPF7D28APb,797,483,20,212,200,62,64,53,62,568,15,27,14,31,37,0,10,0,45,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total ,16595,10585,1176,4429,2893,3853,1225,1273,759,1169,267,587,628,643,541,36,199,243,168,194,116,76,9,38,35,97,30,54,52,80,36,26,53,49,78,30,16,15,13,4,17,63,21,45,12,18,25,17,23,10,0,15,0,21,14,14,12,6,13,18,12,12,12,12,0,14,11,11,10,10,10,10,9,18,12,9,0,15,8,8,8,7,13,7,7,7,7,0,0,0,0,8,6,6,6,6,10,6,6,6,6,0,5,5,5,5,5,5,0,0,0,4,4,8,4,4,4,4,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,2,2,2,2,2
SUM  TOTAL,49183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%,33.74133339,21.52166399,2.391070085,9.005144054,5.882113738,7.834007686,2.490698005,2.588292703,1.543216152,2.376837525,0.542870504,1.19350182,1.276863957,1.3073623,1.099973568,0.073196023,0.404611349,0.494073155,0.341581441,0.394445235,0.235853852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
